id,label,statement,subject,speaker,job,state,party,barely_true,false,half_true,mostly_true,pants_fire,context
2584.json,0.0,jeff atwaters busy helping his friends and wasting our tax dollars  48 million for a government building so lavish its dubbed the taj mahal 100000 for a golf musuem and 110 million to build a private prison to help a big contributor,"crime,message-machine,state-budget",loranne-ausley,,Florida,democrat,0.0,1.0,1.0,0.0,0.0,a TV ad.
3162.json,0.0,despite claims that you can keep the health care plan you like the obama administration has predicted that as many as 7 out of 10 americans with employerprovided health coverage could lose their current health plan,"health-care,workers",blake-farenthold,U.S. Representative,Texas,republican,0.0,1.0,0.0,0.0,0.0,an op-ed
5805.json,0.0,in my years in the state legislature i have never voted for a tax increase,"message-machine-2012,taxes",joseph-kyrillos,State Senator,New Jersey,republican,3.0,3.0,2.0,2.0,1.0,a blog post on his campaign website
10332.json,1.0,were spending millions for each individual held at guantanamo bay cuba,"corrections-and-updates,terrorism",barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"comments on CNN's ""State of the Union"""
13379.json,0.0,says fbi director james comeys letter about new developments in the investigation into her emails only went to republican members of the house,congress,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a press conference
1313.json,1.0,barack obama wont even use the term war on terrorism,"iraq,military,pundits",sean-hannity,Radio/TV host,,none,3.0,5.0,3.0,2.0,1.0,his Fox News program
6823.json,0.0,says us senate opponent tammy baldwin supported a federal budget that spent trillions  not billions trillions  more money than the obama budget,"deficit,federal-budget,taxes",tommy-thompson,,Wisconsin,republican,6.0,8.0,2.0,5.0,3.0,an interview
8438.json,0.0,says under president barack obama the debt increased by 23 percent which was less than under any president going back to ronald reagan,"debt,history,pundits",tom-colicchio,Restauranteur,New York,none,0.0,1.0,0.0,0.0,0.0,a tweet
10199.json,1.0,i spent only 3629 on my campaign for governor,"campaign-finance,elections,jobs",robert-healey,lawyer,Rhode Island,independent,1.0,0.0,0.0,0.0,0.0,interviews
9491.json,1.0,the number of terrorists out there has doubled,terrorism,dick-cheney,,,republican,5.0,4.0,2.0,2.0,1.0,"comments on ABC's ""This Week"""
10292.json,1.0,unlike marijuana medical cannabis oil cannot get you high,"health-care,marijuana,states",allen-peake,"member, Georgia House of Representatives",Georgia,republican,0.0,0.0,1.0,0.0,0.0,a press conference at the Georgia State Capitol
2915.json,0.0,in florida illegal immigration costs taxpayers nearly 4 billion a year this amounts to 700 for every household in florida,immigration,vern-buchanan,U.S. Rep.,Florida,republican,1.0,1.0,1.0,0.0,0.0,a web video.
11361.json,1.0,theres no money for planned parenthood in the bill that would keep the government open,"abortion,congress,congressional-rules,federal-budget",tom-cole,,Oklahoma,republican,0.0,0.0,0.0,1.0,0.0,an interview on Fox News Sunday
10811.json,0.0,on reauthorization of exportimport bank,trade,rick-perry,Governor,Texas,republican,30.0,30.0,42.0,23.0,18.0,an oped column
3917.json,1.0,we already have 23 billion worth of debt,state-budget,rick-scott,Governor,Florida,republican,28.0,23.0,38.0,34.0,7.0,ABC News 27 interview
938.json,1.0,when the salmonella source was finally identified fda officials had to wait for industry approval before they could go live with the peanut recall,consumer-safety,rosa-delauro,Congresswoman,Connecticut,democrat,0.0,0.0,0.0,0.0,0.0,a news conference
8797.json,1.0,weve had the private sector more than double the investment that was made by the public sector at quonset business park,"economy,infrastructure,jobs,state-finances",steven-king,"managing director, Quonset Business Park",,none,0.0,0.0,0.0,0.0,0.0,a TV interview
4328.json,1.0,says that wall street hedge fund managers pay a lower tax rate than does a sheet metal worker in parma or a school teacher in cleveland,"income,taxes",sherrod-brown,U.S. Senator,Ohio,democrat,3.0,4.0,5.0,8.0,1.0,a television interview
9445.json,0.0,only after news broke that our veterans are dying because of inadequate health care did harry reid and senate democrats take action,veterans,bill-cassidy,U.S. House of Representatives,Louisiana,republican,0.0,1.0,0.0,0.0,1.0,a statement on his website
4305.json,0.0,says rick perry wanted to secede from the union,"candidates-biography,foreign-policy,history,states",jay-carney,White House press secretary,District of Columbia,none,2.0,2.0,1.0,2.0,0.0,an interview.
1369.json,0.0,a medicaid provision added to the senate health carereform bill is not a special deal for nebraska,health-care,ben-nelson,U.S. Senator,Nebraska,democrat,0.0,1.0,0.0,0.0,0.0,a speech on the Senate floor
13283.json,1.0,says warren buffett has publicly said his secretary should not be paying a higher tax rate than him,taxes,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,the second presidential debate
9303.json,1.0,with only 67 bills or so passed into law 2013 was the least productive year in congressional history since weve been keeping record,"bipartisanship,congress,history",joaquin-castro,attorney,Texas,democrat,1.0,0.0,1.0,2.0,0.0,an interview with the McAllen Monitor
7509.json,0.0,georgia has the most lax gun laws in the nation,guns,donzella-james,State Senator,Georgia,democrat,0.0,1.0,0.0,0.0,0.0,a speech
13395.json,1.0,says of donald trump he even said on his very first day in office he would require every school in america to let people carry guns into our classrooms,guns,hillary-clinton,Presidential candidate,New York,democrat,40.0,29.0,69.0,76.0,7.0,a rally in Cincinnati
9424.json,0.0,the chamber of commerce says new carbon regulations will kill 244000 jobs a year and cost average families 1200 a year,"climate-change,economy,environment,market-regulation",ed-gillespie,Republican strategist,"Washington, D.C.",republican,2.0,3.0,2.0,2.0,1.0,a TV interview.
4887.json,1.0,says he followed state law and the precedent of other massachusetts governors when he erased electronic communications as he left office,"job-accomplishments,new-hampshire-2012,transparency",mitt-romney,Former governor,Massachusetts,republican,34.0,32.0,58.0,33.0,19.0,an interview with the editorial board of the 'Telegraph.'
3649.json,0.0,says many states are floundering under crushing deficit spending,state-budget,mike-haridopolos,Florida Senate President,Florida,republican,0.0,3.0,1.0,1.0,0.0,comments announcing a budget deal with the Florida House of Representatives
6761.json,1.0,the truth is planned parenthood does not provide mammograms planned parenthood refers women to mammography providers serving as the middlewoman if you will,health-care,karen-handel,,,republican,2.0,0.0,3.0,3.0,1.0,a book
5620.json,1.0,more than half of the births in texas are paid for by medicaid,"children,medicaid",elliott-naishtat,Attorney,Texas,democrat,0.0,0.0,1.0,0.0,0.0,an oped column.
1107.json,0.0,president barack obama suggested on national tv that the democratic health care bill will have government decide that a healthy 100yearold woman in need of a pacemaker should take a pain pill instead,health-care,dan-lungren,U.S. House of Representatives,California,republican,0.0,1.0,0.0,0.0,0.0,a speech on the House floor
4852.json,1.0,we have had some significant accomplishments on a bipartisan basis,"bipartisanship,states",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9.0,8.0,10.0,18.0,3.0,a news conference
2293.json,1.0,says most of perrys chiefs of staff have been lobbyists,ethics,bill-white,Former mayor of Houston,Texas,democrat,2.0,3.0,5.0,7.0,3.0,a speech
305.json,0.0,i know that hillary on occasion has said just last year said this nafta was a boon to the economy,foreign-policy,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a debate in Myrtle Beach, S.C."
13094.json,0.0,says russ feingold was the only senator to vote against homeland security,"candidates-biography,homeland-security",let-america-work,,Wisconsin,organization,0.0,1.0,0.0,0.0,0.0,a TV ad
9968.json,0.0,senmark begich cast the deciding vote in favor of president obamas authority to issue executive amnesty to illegal aliens,"immigration,message-machine-2014,voting-record",dan-sullivan,Alaska Department of Public Resources commissioner,Alaska,republican,2.0,2.0,1.0,0.0,0.0,an email to supporters
5866.json,0.0,the us economy is recovering slower than europe,economy,bob-mcdonnell,Governor,Virginia,republican,6.0,5.0,7.0,6.0,3.0,a TV interview.
3961.json,0.0,says allen west violatedfederal law by scuba diving with us flag,"legal-issues,patriotism",blog-posting,,,none,7.0,19.0,3.0,5.0,44.0,a blog
5428.json,1.0,says in oregon only 41 percent of adults have ever been tested for hiv,public-health,alissa-keny-guyer,Oregon House member,Oregon,democrat,0.0,0.0,0.0,0.0,0.0,a floor speech.
2272.json,0.0,this is not a mosque its a cultural center that has a prayer area,"religion,abc-news-week",al-hunt,Executive editor for Washington for Bloomberg News,,none,0.0,1.0,0.0,0.0,0.0,"ABC's ""This Week"""
7323.json,1.0,odds of winning the monopoly millionaire instant win game are 1 in 327,lottery,georgia-lottery,,,none,0.0,0.0,0.0,1.0,0.0,on a ticket
13408.json,1.0,surveys show that many of our citizens think we devote a full quarter or even a third of our federal budget to foreign aid,"federal-budget,foreign-policy",john-kerry,Secretary of State,Massachusetts,democrat,3.0,2.0,2.0,5.0,0.0,a speech at the Chicago Council on Global Affairs
4933.json,0.0,our federal government has lent 2 billion to the stateowned oil company of brazil to allow them to explore for oil and gas,"energy,foreign-policy,trade",george-allen,consultant,Virginia,republican,2.0,8.0,3.0,4.0,1.0,a debate.
10496.json,0.0,over 200 years ago the united states had declared war on islam and thomas jefferson led the charge,"history,military,religion",chain-email,,,none,11.0,43.0,8.0,5.0,105.0,a chain email
6621.json,1.0,the first state budget that came out of our republican leadership slashed funding to planned parenthoodit resulted in the reduction of hours the elimination of days elimination of access to women in my city and all over my state,"abortion,health-care,women",cory-booker,U.S. senator,New Jersey,democrat,0.0,4.0,2.0,8.0,0.0,a rally at the Democratic National Convention
9059.json,0.0,the united states has seen a net loss of people with health insurance because of obamacare,"health-care,medicaid,public-health",john-boehner,Speaker of the House of Representatives,Ohio,republican,13.0,22.0,11.0,4.0,2.0,a press conference
9136.json,0.0,glenn hegar promised to eliminate the property tax,"state-budget,state-finances,taxes",mike-collier,,Texas,democrat,0.0,1.0,0.0,0.0,0.0,a campaign email blast
3205.json,0.0,when the milwaukee county mental health facility is full cops sit out there in their squad cars with a mentally ill patient and sometimes spend an entire shift out there doing that,"county-budget,health-care",jim-sullivan,"Former State Senator, 5th District",Wisconsin,democrat,1.0,2.0,2.0,0.0,0.0,a meeting with Journal Sentinel reporters and editors
5868.json,1.0,says mitt romney is proposing a tax cut that gives an average of 250000 to every millionaire in this country,taxes,barack-obama,President,Illinois,democrat,70.0,71.0,160.0,163.0,9.0,"a speech in Columbus, Ohio"
3898.json,1.0,the budget for the consumer financial protection bureau is only about 1 percent of the amount banks generate just from late fees and overdraft fees,"federal-budget,financial-regulation,market-regulation",elijah-cummings,U.S. Representativej,Maryland,democrat,0.0,0.0,0.0,0.0,0.0,a congressional subcommittee hearing
11332.json,1.0,eightythree law enforcement officers have died in the line of duty this year twentyfour of them were shot and killed in cold blood,"crime,criminal-justice,guns,public-safety,public-service",casey-cagle,,,republican,1.0,0.0,0.0,2.0,0.0,press release
13205.json,1.0,repeated requests for additional security in benghazi were routinely denied by hillary clintons state department,"foreign-policy,military,terrorism",paul-ryan,U.S. Representative,Wisconsin,republican,19.0,6.0,16.0,14.0,2.0,a tweet
9718.json,1.0,there has never been an alderman who has defeated an incumbent mayor in the history of this great city,elections,bob-donovan,Member of Milwaukee Common Council,Wisconsin,none,0.0,0.0,0.0,1.0,1.0,a speech
2465.json,0.0,on running a civil and polite campaign,"message-machine,campaign-advertising",roy-barnes,Attorney,Georgia,democrat,0.0,0.0,3.0,3.0,1.0,a television interview
